2.9e-06	276.58	-999.0	-999.0
1.4e-06	37.7	-999.0	-999.0
6.3e-07	0.18	-999.0	-999.0
9.4591e-05	48.577	1.5428e-07	0.916
9.1e-06	204.0	-999.0	-999.0
2.2e-07	5.43	-999.0	-999.0
2.1e-05	88.0	-999.0	-999.0
1.5e-06	27.0	-999.0	-999.0
0.002462	138.242	1.238e-06	3.238
1.1593e-05	104.962	2.4326e-07	8.809
2.3e-06	28.0	-999.0	-999.0
1.8583e-05	143.746	3.2686e-07	13.029
6.4e-07	25.1	-999.0	-999.0
3.4e-07	4.3	-999.0	-999.0
6.7667e-06	828.672	6.5604e-08	11.363
6.4144e-07	5.632	3.9522e-08	1.717
2.9e-06	42.7	-999.0	-999.0
7.8e-07	85.0	-999.0	-999.0
9.2979e-06	17.344	1.1379e-07	0.923
2.1978e-05	102.338	7.8803e-07	31.849
1.454e-05	242.436	1.3755e-07	4.404
2e-06	62.6	-999.0	-999.0
1.1e-06	69.0	-999.0	-999.0
3.9843e-06	65.793	3.626e-08	4.382
3.2e-07	27.2	-999.0	-999.0
8.208e-06	182.275	1.6867e-07	19.777
9.848e-06	112.066	1.5373e-07	10.419
8.0914e-07	5.76	4.0838e-08	1.778
4.9e-07	9.7	-999.0	-999.0
3.4466e-06	14.336	2.1134e-07	6.557
8.2e-07	48.0	-999.0	-999.0
1.9e-06	50.0	-999.0	-999.0
5.0787e-06	25.472	5.2985e-08	2.612
6.8e-07	72.8	-999.0	-999.0
1.2e-06	42.4	-999.0	-999.0
1.2651e-05	226.048	3.2161e-08	1.056
1.2e-06	159.0	-999.0	-999.0
4.4305e-06	22.528	4.5111e-08	5.431
0.00019428	44.033	2.2751e-07	0.724
9.355e-05	40.96	7.0713e-07	4.238
0.00019164	271.364	1.9778e-07	4.58
1.1e-06	26.7	-999.0	-999.0
2.3e-07	5.35	-999.0	-999.0
1.6e-06	38.7	-999.0	-999.0
3.6e-06	62.9	-999.0	-999.0
3.2583e-06	11.776	4.8406e-08	1.81
2.5347e-06	80.384	5.5075e-08	16.927
2.4e-07	8.13	-999.0	-999.0
8.1e-07	61.7	-999.0	-999.0
3.8673e-05	55.297	1.3587e-07	6.229
2.6631e-06	37.825	4.668e-08	12.586
3.4e-07	25.4	-999.0	-999.0
1.8138e-05	99.842	5.7948e-08	2.111
1.3e-06	106.8	-999.0	-999.0
1.8e-07	7.6	-999.0	-999.0
7.3e-06	290.0	-999.0	-999.0
5.6389e-07	0.432	1.2828e-08	0.082
9.073e-07	12.032	3.4762e-08	0.923
5.3e-06	63.46	-999.0	-999.0
6.2e-07	26.0	-999.0	-999.0
5.1538e-06	67.073	3.3148e-08	3.916
3.3e-07	48.0	-999.0	-999.0
4.7e-06	385.0	-999.0	-999.0
2.2892e-05	7.485	5.7035e-08	0.572
2.2e-07	5.2	-999.0	-999.0
3.7042e-05	21.822	3.8458e-08	0.572
1.18e-05	13.0	-999.0	-999.0
1e-05	10.0	-999.0	-999.0
4.1e-05	25.9	-999.0	-999.0
9.3723e-06	34.305	5.1569e-08	1.639
1.7e-05	257.0	-999.0	-999.0
